state,destination,latitude,longitude,interest,region,type,activities,budget_category,best_season,rating,popularity_score,description,score
maharashtra,Dajipur Wildlife Sanctuary,16.3837902,73.8633999,natural landscapes & wildlife,West,wildlife,"safari,photography,nature",medium,winter,4.4,90.0,"Dajipur Wildlife Sanctuary is a wildlife destination in maharashtra known for safari,photography,nature. It is ideal for history and cultural lover",2.68
maharashtra,Shri Ambabai Temple,16.416,74.135999,religious & spiritual pilgrimages,West,religious,"temple,spiritual,peace",low,all,4.8,77.0,"Shri Ambabai Temple is a religious destination in maharashtra known for temple,spiritual,peace. It is ideal for spiritual seekers",2.5
maharashtra,Della Adventure Park,18.7814023,73.38906,adventure & outdoor activities,West,adventure,"trekking,rafting,paragliding",luxury,summer,4.3,73.0,"Della Adventure Park is a adventure destination in maharashtra known for trekking,rafting,paragliding. It is ideal for adventure lover",10.32
maharashtra,Karla Caves,18.7832762,73.4704426,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",low,winter,4.4,91.0,"Karla Caves is a heritage destination in maharashtra known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.7
maharashtra,Imagicaa amusement park,18.7679396,73.2823206,adventure & outdoor activities,West,adventure,"trekking,rafting,paragliding",luxury,summer,4.4,56.0,"Imagicaa amusement park is a adventure destination in maharashtra known for trekking,rafting,paragliding. It is ideal for adventure lover",10.0
maharashtra,Lions Point ,18.6999,73.3859,sightseeing & exploration,West,city,"exploration,local experience",low,All,4.4,65.0,"Lions Point  is a city destination in maharashtra known for exploration,local experience. It is ideal for explorers and tourists",2.18
maharashtra,Ekvira Devi Temple,18.7832445,73.4702278,religious & spiritual pilgrimages,West,religious,"temple,spiritual,peace",low,all,4.7,73.0,"Ekvira Devi Temple is a religious destination in maharashtra known for temple,spiritual,peace. It is ideal for spiritual seekers",2.4
maharashtra,Tarkarli Beach,16.0136864,73.4898334,natural landscapes & wildlife,West,wildlife,"safari,photography,nature",low,winter,4.6,76.0,"Tarkarli Beach is a wildlife destination in maharashtra known for safari,photography,nature. It is ideal for history and cultural lover",2.44
maharashtra,Kaas Plateau,17.7208314,73.8237159,natural landscapes & wildlife,West,wildlife,"safari,photography,nature",high,winter,4.4,68.0,"Kaas Plateau is a wildlife destination in maharashtra known for safari,photography,nature. It is ideal for history and cultural lover",4.24
maharashtra,Vasota Fort Jungle trekking and Camping,17.7338451,73.7590369,adventure & outdoor activities,West,adventure,"trekking,rafting,paragliding",luxury,summer,4.7,93.0,"Vasota Fort Jungle trekking and Camping is a adventure destination in maharashtra known for trekking,rafting,paragliding. It is ideal for adventure lover",10.799999999999999
maharashtra,Lodwick Point,17.9394677,73.6347687,sightseeing & exploration,West,city,"exploration,local experience",low,All,4.4,50.0,"Lodwick Point is a city destination in maharashtra known for exploration,local experience. It is ideal for explorers and tourists",1.8800000000000001
maharashtra,Thoseghar Waterfall,17.5980965,73.8481534,natural landscapes & wildlife,West,wildlife,"safari,photography,nature",low,winter,4.5,73.0,"Thoseghar Waterfall is a wildlife destination in maharashtra known for safari,photography,nature. It is ideal for history and cultural lover",2.36
maharashtra,Ajinkyatara Fort,17.6723432,73.9904721,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",low,winter,4.5,71.0,"Ajinkyatara Fort is a heritage destination in maharashtra known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.32
maharashtra,Uttar Chidambaram Nataraj mandir,17.6852,74.0254,religious & spiritual pilgrimages,West,religious,"temple,spiritual,peace",low,all,4.6,85.0,"Uttar Chidambaram Nataraj mandir is a religious destination in maharashtra known for temple,spiritual,peace. It is ideal for spiritual seekers",2.62
maharashtra,Sajjangad Fort,17.6485126,73.9157886,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",low,winter,4.6,77.0,"Sajjangad Fort is a heritage destination in maharashtra known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.46
maharashtra,Pratapgad Fort,17.9372875,73.5783932,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",low,winter,4.5,71.0,"Pratapgad Fort is a heritage destination in maharashtra known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.32
maharashtra,Echo Point,17.9786,73.6373,sightseeing & exploration,West,city,"exploration,local experience",low,All,4.4,66.0,"Echo Point is a city destination in maharashtra known for exploration,local experience. It is ideal for explorers and tourists",2.2
maharashtra,Dodhani Waterfalls,18.988659,73.271179,natural landscapes & wildlife,West,wildlife,"safari,photography,nature",low,winter,4.6,74.0,"Dodhani Waterfalls is a wildlife destination in maharashtra known for safari,photography,nature. It is ideal for history and cultural lover",2.4
maharashtra,Dodhani Waterfalls rappelling/trek,18.988659,73.271179,adventure & outdoor activities,West,adventure,"trekking,rafting,paragliding",luxury,summer,4.6,69.0,"Dodhani Waterfalls rappelling/trek is a adventure destination in maharashtra known for trekking,rafting,paragliding. It is ideal for adventure lover",10.3
maharashtra,Chanderi Caves trek,19.0644,73.2452,adventure & outdoor activities,West,adventure,"trekking,rafting,paragliding",luxury,summer,4.5,56.0,"Chanderi Caves trek is a adventure destination in maharashtra known for trekking,rafting,paragliding. It is ideal for adventure lover",10.02
maharashtra,Irshalgad Fort,18.9351142,73.23246,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",medium,winter,4.6,95.0,"Irshalgad Fort is a heritage destination in maharashtra known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.8200000000000003
maharashtra,Neral-Matheran Toy Train,19.0229668,73.3175272,sightseeing & exploration,West,city,"exploration,local experience",medium,All,4.5,84.0,"Neral-Matheran Toy Train is a city destination in maharashtra known for exploration,local experience. It is ideal for explorers and tourists",2.58
maharashtra,Kalavantin Pinnacle fortress and trek,18.9827969,73.2198064,adventure & outdoor activities,West,adventure,"trekking,rafting,paragliding",medium,summer,4.7,99.0,"Kalavantin Pinnacle fortress and trek is a adventure destination in maharashtra known for trekking,rafting,paragliding. It is ideal for adventure lover",10.92
maharashtra,Ambarnath Shiv Temple,19.1825167,73.1926023,religious & spiritual pilgrimages,West,religious,"temple,spiritual,peace",low,all,4.2,56.0,"Ambarnath Shiv Temple is a religious destination in maharashtra known for temple,spiritual,peace. It is ideal for spiritual seekers",1.9600000000000002
maharashtra,Ellora Caves,20.0267844,75.1770869,cultural & heritage sites,West,heritage,"culture,forts,shopping,history",low,winter,4.7,92.0,"Ellora Caves is a heritage destination in maharashtra known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.7800000000000002
madhya pradesh,Khajuraho Group of Monuments,24.8318452,79.9198549,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",low,winter,4.7,56.0,"Khajuraho Group of Monuments is a heritage destination in madhya pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.06
madhya pradesh,Kamasutra temples,24.512485,79.567993,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",low,winter,5.0,78.0,"Kamasutra temples is a heritage destination in madhya pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.56
madhya pradesh,Raneh waterfall,24.8748466,80.0512626,natural landscapes & wildlife,Unknown,wildlife,"safari,photography,nature",low,winter,4.5,95.0,"Raneh waterfall is a wildlife destination in madhya pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.8000000000000003
madhya pradesh,Panna Tiger Reserve,24.5904659,79.9416518,natural landscapes & wildlife,Unknown,wildlife,"safari,photography,nature",luxury,winter,4.2,79.0,"Panna Tiger Reserve is a wildlife destination in madhya pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.42
madhya pradesh,Sanchi Stupa,23.4873393,77.7418238,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.7,94.0,"Sanchi Stupa is a religious destination in madhya pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.8200000000000003
madhya pradesh,Bhimbetka rock shelters,22.9395461,77.6124331,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",low,winter,4.6,64.0,"Bhimbetka rock shelters is a heritage destination in madhya pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.2
madhya pradesh,Bhojeshwar Mahadev temple,23.1002597,77.5795329,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.7,68.0,"Bhojeshwar Mahadev temple is a religious destination in madhya pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.3000000000000003
madhya pradesh,Van Vihar National park,23.232214,77.3664318,natural landscapes & wildlife,Unknown,wildlife,"safari,photography,nature",low,winter,4.3,75.0,"Van Vihar National park is a wildlife destination in madhya pradesh known for safari,photography,nature. It is ideal for history and cultural lover",2.36
madhya pradesh,DB City Mall,23.232698,77.4298564,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.9,99.0,"DB City Mall is a city destination in madhya pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.96
madhya pradesh,Tribal museum,23.23468,23.145,"arts, science & literature attractions",Unknown,city,"exploration,local experience",low,All,4.7,53.0,"Tribal museum is a city destination in madhya pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.0
madhya pradesh,Chappan Dukan,22.7240232,75.8842574,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.5,73.0,"Chappan Dukan is a city destination in madhya pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.36
madhya pradesh,Sarafa Bazar,22.7175144,75.852306,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.5,88.0,"Sarafa Bazar is a city destination in madhya pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.66
madhya pradesh,Pipliyapala Regional Park,22.6771511,75.8564021,"adventure & outdoor activities, sightseeing & exploration",Unknown,adventure,"trekking,rafting,paragliding",low,summer,4.2,74.0,"Pipliyapala Regional Park is a adventure destination in madhya pradesh known for trekking,rafting,paragliding. It is ideal for adventure lover",10.32
madhya pradesh,Khajrana Ganesh Mandir,22.731233,75.9081489,religious & spiritual pilgrimages,Unknown,religious,"temple,spiritual,peace",low,all,4.8,85.0,"Khajrana Ganesh Mandir is a religious destination in madhya pradesh known for temple,spiritual,peace. It is ideal for spiritual seekers",2.66
madhya pradesh,TI Mall,22.7217,75.8786,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.3,91.0,"TI Mall is a city destination in madhya pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.68
madhya pradesh,Phoenix Citadel,22.7462625,75.9353073,shopping & markets,Unknown,city,"exploration,local experience",low,All,4.5,97.0,"Phoenix Citadel is a city destination in madhya pradesh known for exploration,local experience. It is ideal for explorers and tourists",2.84
madhya pradesh,Rajwada Palace,22.7184419,75.855067,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",low,winter,4.4,96.0,"Rajwada Palace is a heritage destination in madhya pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.8
madhya pradesh,Gwalior Fort,26.2313245,78.1694957,cultural & heritage sites,Unknown,heritage,"culture,forts,shopping,history",medium,winter,4.5,86.0,"Gwalior Fort is a heritage destination in madhya pradesh known for culture,forts,shopping,history. It is ideal for history and culture lovers",2.62
